,CustomerID,unique_invoiceno_count,unique_stockcode_count,total_amount,active_days
166,12552,2,20,437.82,0
167,12553,14,95,3652.25,321
168,12556,2,100,599.56,100
169,12557,5,15,11990.960000000001,355
170,12558,2,11,1.0658141036401503e-14,5
171,12559,3,21,536.21,8
172,12560,4,92,2101.39,137
173,12561,1,16,238.85,0
174,12562,7,99,3781.7400000000002,190
175,12564,1,21,456.9,0
176,12565,2,9,131.17,7
177,12566,2,19,346.7,13
178,12567,11,323,9114.94,346
179,12569,35,92,4064.9900000000002,250
180,12571,2,31,519.61,81
181,12572,3,53,1004.72,43
182,12573,1,26,160.54000000000002,0
183,12574,1,11,218.45,0
184,12576,6,72,1306.98,268
185,12577,4,137,564.2,323
186,12578,4,112,2753.36,317
187,12579,3,29,410.72,4
188,12580,1,24,415.7,0
189,12581,1,15,197.71,0
190,12582,2,21,511.36,49
191,12583,18,115,7187.34,370
192,12584,18,44,1893.95,276
193,12585,4,77,1982.81,117
194,12586,2,12,179.94000000000003,351
195,12587,1,4,144.0,0
196,12588,1,10,214.89999999999998,0
197,12589,2,29,646.68,115
198,12590,3,68,9861.38,20
199,12591,1,26,452.84999999999997,0
200,12592,2,11,437.6,121
201,12593,3,14,418.09999999999997,110
202,12594,11,50,3320.2200000000003,285
203,12596,2,25,618.27,190
204,12597,5,184,3683.13,248
205,12598,9,84,3002.68,275
206,12599,7,32,1032.58,275
207,12600,11,32,2581.04,342
208,12601,6,21,569.5600000000001,142
209,12602,1,12,153.12,0
210,12603,1,3,739.1999999999999,0
211,12604,2,15,254.18,182
212,12605,1,3,-7.5,0
213,12607,2,101,3.552713678800501e-15,2
214,12609,3,57,1126.85,240
215,12610,7,85,2057.99,103
216,12611,1,65,1193.32,0
217,12612,2,19,643.59,16
218,12613,6,124,3218.98,230
219,12614,1,20,315.6,0
220,12615,4,82,2291.19,166
221,12616,5,25,657.25,212
222,12617,1,39,352.98,0
223,12618,1,11,177.31,0
224,12619,13,50,3214.81,237
225,12620,3,89,1339.41,189
226,12621,23,261,13612.07,364
227,12622,1,11,180.1,0
228,12623,1,18,305.1,0
229,12624,2,36,641.13,71
230,12625,3,74,2614.32,107
231,12626,13,232,6388.35,303
232,12627,7,162,4478.53,129
233,12628,4,34,769.61,60
234,12630,2,60,1270.88,34
235,12631,1,31,640.5,0
236,12633,5,73,2140.63,229
237,12635,2,96,1689.18,65
238,12637,10,205,5934.25,256
239,12638,1,39,671.69,0
240,12639,1,22,486.1,0
241,12640,3,47,1174.58,57
242,12641,1,10,185.9,0
243,12642,3,39,1013.26,82
244,12643,6,11,3344.64,204
245,12644,1,31,477.91,0
246,12645,5,58,1755.38,282
247,12646,2,43,1346.97,44
248,12647,13,79,3669.92,346
249,12648,1,21,318.05,0
250,12649,4,30,603.71,257
251,12650,1,20,314.44,0
252,12651,1,9,114.0,0
253,12652,2,48,914.53,9
254,12653,2,37,2209.85,147
255,12654,5,31,601.98,284
256,12656,8,89,3982.72,225
257,12657,5,35,1152.06,67
258,12658,1,36,686.05,0
259,12659,1,5,91.68,0
260,12660,1,13,245.1,0
261,12662,12,129,3817.08,372
262,12664,10,10,4863.88,314
263,12665,2,3,61.75,6
264,12666,1,2,-227.44,0
265,12667,1,33,620.13,0
266,12668,6,115,3743.18,348
267,12669,4,98,1607.73,105
268,12670,6,58,2986.15,222
269,12672,1,10,225.89999999999998,0
270,12673,2,42,610.52,321
271,12674,7,52,1922.26,196
272,12676,6,33,1331.39,286
273,12678,13,105,17588.26,311
274,12679,9,45,1058.67,231
275,12680,4,33,862.81,112
276,12681,27,267,13677.59,353
277,12682,31,209,12279.82,367
278,12683,20,177,8221.09,361
279,12684,7,61,2283.63,205
280,12685,6,117,2863.08,65
281,12686,1,7,89.14,0
282,12688,1,171,4873.8099999999995,0
283,12689,2,57,1247.61,101
284,12690,1,16,389.01,0
285,12691,6,21,1035.8,329
286,12693,6,35,830.96,198
287,12694,2,32,869.67,112
288,12695,4,23,582.1,203
289,12697,5,37,939.02,148
290,12700,6,193,4867.99,207
291,12701,2,50,797.71,162
292,12702,1,12,219.0,0
293,12703,2,21,274.7,7
294,12704,10,64,2220.84,162
295,12705,14,228,6814.24,341
296,12707,1,33,603.42,0
297,12708,16,86,2616.32,338
298,12709,26,103,9264.1,363
299,12710,4,75,1130.57,104
300,12712,17,59,4241.63,348
301,12713,1,38,848.55,0
302,12714,5,216,4708.86,285
303,12715,1,20,343.36,0
304,12716,2,60,1053.49,129
305,12717,3,49,980.98,94
306,12718,1,19,238.25,0
307,12719,3,34,608.1,59
308,12720,29,211,5713.28,366
309,12721,7,134,2628.98,334
310,12722,6,50,904.33,65
311,12723,5,53,725.07,61
312,12724,4,47,1031.41,327
313,12725,1,24,427.8,0
314,12726,7,57,2609.1,329
315,12727,9,109,3947.7,309
316,12728,4,38,836.33,261
317,12729,1,26,453.01,0
318,12731,14,109,18793.41,341
319,12732,1,12,236.26000000000002,0
320,12733,1,22,383.95,0
321,12734,1,4,110.39999999999999,0
322,12735,2,38,779.5699999999999,21
323,12736,1,4,234.0,0
324,12738,1,11,155.35,0
325,12739,2,38,1013.04,20
326,12740,1,27,427.6,0
327,12743,2,114,540.13,0
328,12744,10,178,9120.39,266
329,12747,11,42,4196.01,366
330,12748,224,1769,28405.56,372
331,12749,8,160,3868.2,209
332,12750,1,15,275.88,0
333,12752,1,53,4366.78,0
334,12753,11,132,21024.01,358
335,12754,5,50,2949.12,72
336,12755,4,5,2203.2,115
337,12756,1,4,112.07999999999998,0
338,12757,19,237,4205.25,195
339,12758,2,84,2791.59,159
340,12759,3,81,1531.44,223
341,12762,2,62,1898.52,17
342,12763,2,16,494.08,230
343,12764,1,45,1693.88,0
344,12766,7,205,6989.63,362
345,12769,1,32,1143.6,0
346,12770,1,12,1351.45,0
347,12772,1,55,892.47,0
348,12775,6,47,1351.24,294
349,12778,7,40,804.23,292
350,12779,12,88,3868.7,350
351,12781,5,25,707.72,263
352,12782,6,81,2273.32,352
353,12783,8,76,1603.87,73
354,12784,2,54,532.8199999999999,6
355,12785,2,14,305.71,361
356,12787,3,17,463.66,182
357,12789,1,4,91.85,0
358,12790,1,21,324.92,0
359,12791,1,2,192.60000000000002,0
360,12792,1,25,400.53999999999996,0
361,12793,2,21,545.48,36
362,12794,2,43,860.41,45
363,12795,1,14,430.48,0
364,12797,3,13,194.18,5
365,12798,3,6,6977.04,160
366,12802,2,25,412.58,3
367,12808,3,27,483.65000000000003,331
368,12809,2,25,484.36,9
369,12811,3,27,514.85,23
370,12812,1,15,229.64000000000001,0
371,12814,1,2,125.92,0
372,12815,2,38,1063.46,50
373,12816,2,27,572.2,80
374,12817,1,4,166.04,0
375,12818,2,14,1517.88,83
376,12820,4,55,942.34,323
377,12821,1,6,92.72,0
378,12822,3,41,918.98,16
379,12823,5,1,1759.5,221
380,12824,1,25,397.12,0
381,12826,8,58,1468.1200000000001,362
382,12827,3,19,430.15000000000003,38
383,12828,6,46,1018.71,127
384,12829,3,9,253.05,37
385,12830,7,14,6748.4,134
386,12831,1,9,215.05,0
387,12832,2,27,383.03,65
388,12833,1,24,417.38,0
389,12834,1,18,312.38,0
390,12836,4,148,2610.36,252
391,12837,1,12,134.1,0
392,12838,2,115,671.95,340
393,12839,16,96,5583.62,364
394,12840,6,67,2714.27,82
395,12841,26,230,3845.63,367
396,12842,2,34,1118.99,238
397,12843,9,69,1680.76,198
398,12844,2,47,325.96000000000004,101
399,12845,4,26,354.09,22
400,12847,1,72,843.64,0
401,12849,2,47,1010.29,237
402,12851,1,43,131.81,0
403,12852,2,17,299.75,4
404,12853,9,66,1881.7,208
405,12854,5,97,1280.9,240
406,12855,1,3,38.1,0
407,12856,8,155,2153.53,55
408,12857,2,37,1106.4,91
409,12863,2,5,504.2,146
410,12864,1,3,147.12,0
411,12865,3,87,1548.07,333
412,12866,1,26,559.12,0
413,12867,10,241,3958.74,334
414,12868,6,72,1607.0600000000002,187
415,12870,1,2,-14.899999999999999,0
416,12871,2,8,380.64,123
417,12872,2,58,599.97,38
418,12873,1,4,374.0,0
419,12875,2,1,343.2300000000001,219
420,12876,2,67,2218.02,138
421,12877,12,100,1535.77,354
422,12878,3,38,841.64,248
423,12879,4,7,552.5699999999999,47
424,12881,1,7,298.0,0
425,12882,2,12,1463.04,24
426,12883,4,39,703.47,64
427,12884,1,7,309.05,0
428,12885,4,66,1158.27,60
429,12886,3,75,1351.09,151
430,12888,4,4,313.77,41
431,12890,1,78,376.71999999999997,0
432,12891,3,2,331.0,107
433,12893,1,27,176.55,0
434,12895,3,22,347.3,44
435,12897,2,3,216.5,97
436,12901,36,32,16293.1,261
437,12902,1,10,138.68,0
438,12904,2,59,496.06,154
439,12906,5,55,2919.81,66
440,12908,4,2,246.0,253
441,12909,8,78,2128.83,213
442,12910,8,48,3075.04,218
443,12912,5,17,1662.3,37
444,12913,5,37,2483.63,363
445,12915,2,19,363.65,223
446,12916,5,53,2921.15,181
447,12917,1,2,594.0,0
448,12919,8,34,1301.44,161
449,12920,1,27,162.78,0
450,12921,50,233,16389.74,369
451,12922,1,28,405.38,0
452,12923,1,28,172.82,0
453,12924,5,22,929.95,239
454,12925,2,42,694.05,70
455,12928,5,59,2062.7000000000003,323
456,12929,2,8,105.1,189
457,12930,4,20,409.9,93
458,12931,20,29,33462.81,336
459,12933,4,103,606.28,259
460,12935,8,80,2156.45,317
461,12936,5,56,1012.9,61
462,12937,4,81,1504.27,252
463,12938,1,9,114.14,0
464,12939,8,21,11581.8,270
465,12940,4,88,862.44,41
466,12942,3,68,675.6,234
467,12943,1,1,-3.75,0
468,12944,2,29,604.51,319
469,12945,1,23,462.95,0
470,12947,11,83,1407.29,229
471,12948,8,82,2053.7,248
472,12949,10,166,4143.02,221
473,12950,3,13,1843.0,21
474,12951,8,54,1042.07,322
475,12952,5,64,1382.8400000000001,72
476,12953,1,17,329.85,0
477,12955,14,81,4734.26,266
478,12956,1,19,108.07,0
479,12957,12,208,3979.04,335
480,12962,2,15,266.39,106
481,12963,9,76,1841.03,357
482,12965,1,108,769.8100000000001,0
483,12966,1,10,160.18,0
484,12967,4,21,1194.75,368
485,12968,1,5,135.95,0
486,12970,4,116,405.47,315
487,12971,89,95,10930.26,368
488,12974,1,8,144.8,0
489,12976,1,22,738.6,0
490,12977,1,9,39.239999999999995,0
491,12980,12,6,7092.06,203
492,12981,2,12,372.21999999999997,103
493,12982,2,28,377.2,2
494,12984,1,4,97.5,0
495,12985,3,73,1215.6200000000001,27
496,12987,3,27,545.0,124
497,12988,1,75,505.82,0
498,12989,19,41,6854.51,361
499,12990,3,8,409.5,278
500,12991,2,31,503.76,89
501,12993,4,26,414.76,275
502,12994,5,52,902.22,264
503,12995,2,3,200.72,7
504,12997,7,45,1197.94,294
505,12999,3,25,455.88,49
506,13000,3,30,534.85,258
507,13001,15,166,9765.07,322
508,13002,1,7,120.94999999999999,0
509,13003,3,4,149.05,109
510,13004,22,277,5613.43,346
511,13005,3,21,468.95,72
512,13006,1,4,81.57,0
513,13008,2,15,178.46999999999997,37
514,13011,1,3,50.550000000000004,0
515,13012,11,68,1296.6200000000001,285
516,13013,15,155,4786.99,370
517,13014,16,67,3365.43,278
518,13015,5,156,3339.64,195
519,13016,3,39,789.89,49
520,13017,1,1,204.0,0
521,13018,29,313,7272.75,279
522,13021,12,103,2584.4,361
523,13023,2,36,689.9,65
524,13026,8,34,936.15,274
525,13027,6,6,6912.0,240
526,13028,3,40,659.68,22
527,13029,3,8,1247.5,322
528,13030,2,76,752.4399999999999,356
529,13032,3,55,996.52,48
530,13033,1,11,190.55,0
531,13034,2,37,642.77,314
532,13035,3,23,886.63,203
533,13037,3,44,881.07,118
534,13038,3,24,908.46,210
535,13040,2,38,676.99,24
536,13043,2,13,471.57,19
537,13044,1,33,560.47,0
538,13045,1,18,305.28000000000003,0
539,13046,2,33,629.31,235
540,13047,18,106,3079.1,342
541,13048,5,77,1789.41,312
542,13049,2,14,656.6800000000001,253
543,13050,28,246,5684.61,357
544,13052,1,18,348.15000000000003,0
545,13055,4,74,1201.96,149
546,13058,3,5,271.40000000000003,127
547,13059,1,8,183.4,0
548,13060,1,15,307.53,0
549,13061,1,10,248.61,0
550,13062,1,11,346.98,0
551,13064,4,51,1105.59,314
552,13065,1,14,205.86,0
553,13066,3,48,430.9,7
554,13067,1,14,115.46000000000001,0
555,13068,2,1,344.0,309
556,13069,27,285,3713.14,368
557,13070,1,9,228.8,0
558,13072,1,7,177.15,0
559,13075,1,22,919.61,0
560,13077,4,99,728.02,365
561,13078,43,96,12432.28,365
562,13079,5,2,220.10000000000002,136
563,13080,1,6,58.08,0
564,13081,21,511,27964.48,369
565,13082,10,63,3595.48,212
566,13083,2,15,303.75,71
567,13085,3,17,272.38,137
568,13089,118,636,57322.13,366
569,13090,18,98,8689.39,364
570,13091,2,21,319.82,7
571,13092,6,19,459.83,288
572,13093,13,99,7741.47,106
573,13094,16,4,1708.8600000000001,347
574,13095,1,6,74.39999999999999,0
575,13097,14,215,5886.12,327
576,13098,41,163,28658.88,316
577,13099,1,1,207.35999999999999,0
578,13101,1,8,101.19,0
579,13102,27,141,6336.29,363
580,13103,1,8,243.94,0
581,13104,6,14,1098.48,351
582,13106,2,1,59.5,4
583,13107,5,54,1524.07,289
584,13108,1,10,350.06,0
585,13109,5,41,766.84,154
586,13110,8,109,1452.8700000000001,279
587,13113,40,113,10510.0,365
588,13115,14,92,2205.63,357
589,13116,2,30,485.19,21
590,13117,8,66,984.91,350
591,13118,7,68,1125.0,269
592,13120,1,1,30.599999999999998,0
593,13121,2,50,254.73,0
594,13122,2,54,922.39,146
595,13124,3,185,3756.33,269
596,13126,10,124,2056.29,361
597,13127,1,15,259.17,0
598,13130,1,2,64.0,0
599,13131,4,30,1039.3,164
600,13132,1,3,77.3,0
601,13133,2,7,109.8,30
602,13134,7,94,1740.63,167
603,13135,1,1,3096.0,0
604,13136,11,97,2545.38,315
605,13137,9,346,3557.96,298
606,13138,6,31,962.39,350
607,13139,8,132,5055.79,243
608,13140,3,40,422.47,258
609,13141,6,113,2385.8,230
610,13142,1,23,307.09,0
611,13144,1,3,110.95,0
612,13145,5,5,614.77,332
613,13146,1,16,228.91,0
614,13147,4,1,712.8000000000001,89
615,13148,17,238,3324.62,335
616,13149,4,76,1676.06,274
617,13151,2,73,1250.3700000000001,92
618,13153,1,15,486.22,0
619,13154,1,1,-611.86,0
620,13155,4,67,971.76,335
621,13157,5,69,1721.57,248
622,13158,4,59,1201.06,224
623,13159,5,114,1371.25,106
624,13160,1,4,91.8,0
625,13161,1,8,112.75,0
626,13162,5,74,1644.99,212
627,13165,2,40,1021.48,305
628,13166,2,39,414.7,0
629,13167,4,51,791.33,125
630,13168,5,102,1290.54,281
631,13169,2,11,712.88,188
632,13170,1,29,108.81,0
633,13171,5,37,426.81,291
634,13173,2,41,353.65,363
635,13174,3,228,2742.82,352
636,13176,1,66,481.49,0
637,13177,1,17,282.45,0
638,13178,11,95,5725.47,334
639,13182,1,11,121.18,0
640,13183,9,51,3957.78,326
641,13184,12,138,1616.45,275
642,13185,1,1,71.4,0
643,13186,5,69,1539.69,89
644,13187,1,37,236.02,0
645,13188,1,2,114.60000000000001,0
646,13189,2,29,260.68,96
647,13192,2,57,911.94,109
648,13193,1,22,112.08,0
649,13194,1,3,60.7,0
650,13196,4,97,1797.78,250
651,13198,8,200,3384.09,351
652,13199,39,48,9803.96,363
653,13200,4,42,870.09,107
654,13203,4,56,869.46,232
655,13207,2,7,250.26000000000002,135
656,13208,7,124,1199.65,250
657,13209,11,255,5820.16,331
658,13210,1,22,353.48,0
659,13211,3,45,1095.42,350
660,13212,4,128,779.33,52
661,13213,6,82,1518.43,142
662,13216,1,5,333.74,0
663,13217,5,3,133.62,34
664,13218,1,5,62.63999999999999,0
665,13220,4,18,819.2900000000001,158
666,13221,2,62,847.41,119
667,13223,2,5,163.20000000000002,31
668,13224,3,101,2150.85,91
669,13225,8,23,6083.04,358
670,13226,1,16,108.21000000000001,0
671,13227,1,9,257.7,0
672,13228,1,2,358.0,0
673,13229,1,10,160.95,0
674,13230,15,393,2712.07,360
675,13232,7,147,1328.35,230
676,13233,2,43,605.12,261
677,13235,2,54,101.17000000000007,0
678,13236,3,34,727.27,82
679,13238,5,20,680.83,349
680,13239,1,22,329.56,0
681,13240,4,59,663.65,269
682,13242,3,12,270.40000000000003,101
683,13243,1,56,585.12,0
684,13244,1,27,121.74000000000001,0
685,13245,1,16,430.5,0
686,13246,7,110,1896.32,312
687,13247,4,18,501.12,64
688,13248,2,25,465.68,64
689,13249,3,21,711.41,168
690,13253,2,35,1030.4,182
691,13255,3,13,390.66,369
692,13256,1,1,0.0,0
693,13258,3,28,672.83,193
694,13259,1,77,283.18,0
695,13260,1,8,557.62,0
696,13261,2,8,944.1,17
697,13262,1,11,200.29,0
698,13263,35,450,7436.93,323
699,13265,5,66,2092.66,220
700,13266,19,83,3717.67,347
701,13267,27,88,4404.44,364
702,13268,15,257,3127.7,249
703,13269,17,178,5312.97,368
704,13270,1,1,590.0,0
705,13271,2,79,172.37,0
706,13272,2,15,276.56,58
707,13273,1,16,138.98,0
708,13276,2,30,590.9300000000001,36
709,13277,4,5,258.4,117
710,13278,1,46,542.73,0
711,13279,2,9,126.30000000000001,14
712,13280,3,67,798.46,214
713,13282,6,30,1047.8400000000001,202
714,13283,2,7,93.66,125
715,13284,2,13,196.15,8
716,13285,4,157,2709.12,266
717,13291,1,41,361.11,0
718,13292,2,29,578.9399999999999,245
719,13294,2,48,873.74,59
720,13295,2,11,197.95000000000002,12
721,13296,1,5,87.4,0
722,13297,4,52,2089.85,59
723,13298,1,2,360.0,0
724,13299,1,5,142.5,0
725,13300,2,20,365.29,4
726,13301,4,75,618.09,188
727,13302,1,1,63.75,0
728,13304,1,21,300.42,0
729,13305,10,50,2000.86,368
730,13307,1,1,15.0,0
731,13308,4,49,1367.6100000000001,180
732,13309,5,82,1456.79,301
733,13310,6,65,1083.63,315
734,13311,2,25,598.57,145
735,13313,5,47,1555.32,317
736,13314,4,55,593.51,72
737,13316,5,67,5570.6900000000005,217
738,13317,9,101,2140.07,294
739,13318,3,14,640.76,36
740,13319,36,211,10664.34,362
741,13320,6,77,1475.2,143
742,13321,2,10,567.36,14
743,13322,1,25,199.48000000000002,0
744,13323,5,6,787.85,81
745,13324,12,25,7072.8,328
746,13325,1,12,675.3,0
747,13327,9,74,3617.57,326
748,13328,1,17,1308.48,0
749,13329,4,16,740.4,335
750,13330,3,37,1140.93,223
751,13332,1,21,350.9,0
752,13334,3,207,3502.32,223
753,13336,1,51,795.12,0
754,13338,3,19,431.82,3
755,13339,1,54,860.12,0
756,13340,7,128,10736.48,231
757,13341,1,42,775.85,0
758,13343,2,19,303.93,4
759,13344,3,115,2511.69,209
760,13345,2,20,377.6,10
761,13347,1,8,341.36,0
762,13348,1,14,233.76,0
763,13349,1,16,247.32,0
764,13350,3,36,910.72,63
765,13351,1,16,373.94,0
766,13352,2,24,389.28,52
767,13354,1,51,743.53,0
768,13355,1,32,674.7,0
769,13356,1,42,768.24,0
770,13357,1,85,609.4,0
771,13358,1,29,439.03,0
772,13359,2,23,431.26,4
773,13362,5,128,3085.4900000000002,284
774,13363,2,47,992.5,26
775,13364,2,10,0.0,4
776,13365,3,122,2191.22,208
777,13366,1,1,56.160000000000004,0
778,13368,2,29,623.4,80
779,13369,2,14,263.75,11
780,13370,2,39,721.32,5
781,13372,1,23,378.64,0
782,13373,3,135,3312.25,215
783,13375,2,37,772.9,7
784,13376,3,45,1019.76,135
785,13379,3,85,572.56,110
786,13381,7,77,3626.81,277
787,13382,1,15,222.99,0
788,13384,9,123,4122.28,147
789,13385,1,35,534.57,0
790,13388,3,35,627.15,10
791,13389,3,50,797.96,221
792,13390,1,13,544.08,0
793,13391,1,1,59.8,0
794,13394,10,126,2312.8,308
795,13395,1,21,307.72,0
796,13396,4,42,1325.29,297
797,13397,6,28,1539.18,266
798,13398,1,26,457.34,0
799,13402,2,32,621.23,244
800,13403,1,3,75.0,0
801,13404,2,11,252.49,211
802,13405,3,25,572.451,243
803,13408,81,236,27487.41,371
804,13410,7,15,988.91,282
805,13411,1,17,213.55,0
806,13414,3,23,1390.5,162
807,13416,2,11,712.5,37
808,13417,2,26,640.83,200
809,13418,23,223,5845.44,360
810,13419,1,16,221.06,0
811,13420,4,8,140.35,36
812,13421,3,89,1831.61,249
813,13422,2,127,2601.55,13
814,13425,3,66,1624.21,186
815,13426,12,104,3550.7000000000003,358
816,13427,3,25,582.6,195
817,13428,1,70,201.78,0
818,13429,4,55,1006.8,64
819,13430,4,49,648.6899999999999,67
820,13431,2,44,1269.1,21
821,13434,2,9,534.24,22
822,13435,9,68,3794.4900000000002,183
823,13436,1,12,196.89,0
824,13437,7,143,3408.06,175
825,13439,1,54,283.71,0
826,13441,1,13,296.64,0
827,13447,4,55,1104.23,12
828,13448,10,137,3460.9900000000002,357
829,13449,1,19,291.88,0
830,13450,6,32,2043.7199999999998,191
831,13451,6,315,2838.56,308
832,13452,2,1,590.0,11
833,13453,2,16,356.97999999999996,123
834,13455,4,42,1007.35,341
835,13456,7,43,1737.8200000000002,189
836,13458,22,242,9537.92,352
837,13460,2,16,183.44,20
838,13461,3,14,1445.0,124
839,13462,2,9,143.25,69
840,13464,1,41,674.68,0
841,13466,2,17,297.95,83
842,13467,2,89,1071.91,25
843,13468,41,184,5656.75,371
844,13470,2,7,165.0,15
845,13471,4,214,2501.84,46
846,13473,3,21,417.54,272
847,13474,1,59,226.84,0
848,13475,4,64,1431.78,107
849,13476,4,56,1092.77,102
850,13477,8,57,1441.53,253
851,13479,3,14,291.0,36
852,13481,8,98,1776.81,322
853,13482,1,11,184.64,0
854,13483,1,10,140.34,0
855,13484,1,8,313.8,0
856,13485,1,23,454.24,0
857,13486,3,69,1122.41,76
858,13487,3,26,575.4,295
859,13488,17,272,8910.61,350
860,13489,4,11,449.52,189
861,13491,10,73,1215.82,320
862,13492,3,38,1269.84,78
863,13493,2,6,618.63,11
864,13494,1,18,316.26000000000005,0
865,13495,6,34,1990.1200000000001,360
866,13496,3,28,617.93,349
867,13497,3,19,321.05,85
868,13499,7,31,1146.96,252
869,13500,4,60,1136.77,99
870,13501,2,52,1310.47,45
871,13502,3,17,292.0,307
872,13503,1,17,216.85,0
873,13504,1,22,295.93,0
