,CustomerID,unique_invoiceno_count,unique_stockcode_count,total_amount,active_days,Churn_Score,Churn_Status
74,12436,1,16,509.01,0,0.9932559653616083,1
75,12437,19,119,4896.66,329,0.7788584966485651,0
76,12438,2,84,2906.85,125,0.9148972856409587,0
77,12441,1,11,173.55,0,0.9941683279034955,1
78,12442,1,12,172.06,0,0.9940583581891288,1
79,12444,5,138,5005.46,149,0.8901429174660319,0
80,12445,1,4,133.4,0,0.994991587533952,1
81,12446,1,58,1002.3100000000001,0,0.9880495780141401,1
82,12447,1,26,476.49,0,0.9921748955433393,1
83,12448,1,22,449.45,0,0.9926496609920743,1
84,12449,4,118,4067.29,164,0.8865372995052428,0
85,12450,2,7,197.88,17,0.984258930158364,1
86,12451,6,265,8933.52,313,0.7826738588740119,0
87,12452,3,21,428.57,0,0.9903541297890723,1
88,12453,1,43,707.09,0,0.9900348490262785,1
89,12454,2,15,5.684341886080802e-14,2,0.9916186591134326,1
90,12455,6,85,2466.86,223,0.8578456682374636,0
91,12456,4,105,3153.89,210,0.8642881223668728,0
92,12457,12,53,1917.78,180,0.8777644264030436,0
93,12458,2,35,947.4,213,0.875249469634267,0
94,12461,2,35,826.88,60,0.9574144132063204,1
95,12462,4,51,1124.01,300,0.8242001012284264,0
96,12463,7,66,1303.63,195,0.8749935824028281,0
97,12464,8,6,1212.05,299,0.8248044418228931,0
98,12465,3,46,733.89,161,0.900915654649468,0
99,12468,3,36,724.0400000000001,173,0.8956072003826991,0
100,12471,49,152,18705.52,370,0.7021580491929358,0
101,12472,13,226,6229.48,342,0.7658311161352062,0
102,12473,9,140,2837.73,162,0.8803826765874989,0
103,12474,30,253,7064.7699999999995,351,0.7364628503211089,0
104,12475,1,36,723.38,0,0.990798442013972,1
105,12476,20,177,6546.58,359,0.7533442818595911,0
106,12477,9,192,13117.01,288,0.7961550796342316,0
107,12478,1,36,680.99,0,0.9908432554262101,1
108,12479,3,31,477.3,7,0.985433813747989,1
109,12480,4,129,3281.63,307,0.8094652781592888,0
110,12481,11,150,5574.36,342,0.7774302509297042,0
111,12483,13,46,2327.13,322,0.8007585032871973,0
112,12484,8,256,4480.87,303,0.7913177489157726,0
113,12488,3,46,1298.66,65,0.9517931279002483,1
114,12489,1,15,334.93,0,0.993551542313216,1
115,12490,10,131,5417.93,324,0.7905810264132245,0
116,12491,1,25,460.40000000000003,0,0.992303450296327,1
117,12492,2,19,263.21000000000004,42,0.9694465007802303,1
118,12493,3,20,416.79,31,0.9738561442275975,1
119,12494,13,63,1139.3500000000001,355,0.7824235547764293,0
120,12497,1,14,1043.1,0,0.9929144315331164,1
121,12498,3,21,403.70000000000005,36,0.9710774725311931,1
122,12500,13,34,4206.27,310,0.806544789035795,0
123,12501,2,149,2089.68,21,0.9642748295596686,1
124,12502,5,102,3723.87,214,0.8606608446075262,0
125,12503,1,1,-1126.0,0,0.99665762140754,1
126,12504,4,6,114.0,12,0.9847109657770543,1
127,12505,1,1,-4.5,0,0.9954720058891385,1
128,12506,1,23,73.5,0,0.9929355589433524,1
129,12507,4,19,1258.06,164,0.9005500763750122,0
130,12508,2,57,397.88,2,0.986513146873201,1
131,12509,1,7,176.5,0,0.9946113888409539,1
132,12510,2,29,982.5699999999999,182,0.8925035422804655,0
133,12512,2,31,132.18,0,0.9907665901677079,1
134,12513,2,35,586.79,28,0.9748264059590376,1
135,12514,1,51,1017.68,0,0.9888141435977114,1
136,12515,1,16,383.7,0,0.9933884392631784,1
137,12516,2,20,1312.06,102,0.9360545619548324,0
138,12517,6,232,2443.65,161,0.8747170731357244,0
139,12518,5,84,2056.89,109,0.9207312011471884,0
140,12519,1,17,330.84,0,0.9933327763425525,1
141,12520,6,121,2582.51,194,0.869257388162283,0
142,12521,1,38,599.68,0,0.9907061240791141,1
143,12522,2,11,192.72,12,0.9864991707128042,1
144,12523,13,84,1745.57,330,0.7928450604271639,0
145,12524,8,113,4485.72,324,0.7960034882701214,0
146,12526,3,64,1316.66,93,0.9347528858819509,0
147,12527,3,18,348.71000000000004,243,0.8604782838641843,0
148,12528,8,50,1922.28,303,0.8170008607988567,0
149,12530,5,51,1623.63,277,0.8347897830161249,0
150,12531,1,17,125.22,0,0.9935501515212362,1
151,12532,1,16,349.83000000000004,0,0.9934242455918527,1
152,12534,1,63,1089.18,0,0.9874000172214453,1
153,12535,2,28,716.35,94,0.9400815134187459,0
154,12536,5,260,4106.82,51,0.9300313716826578,0
155,12538,1,21,363.95,0,0.9928515938753628,1
156,12539,5,158,3852.5,311,0.8022676228208765,0
157,12540,19,278,13309.039999999999,342,0.7452590376811827,0
158,12541,3,46,981.18,251,0.852396854566382,0
159,12544,2,19,355.7,6,0.9886516722410927,1
160,12545,2,42,1000.39,184,0.8899622338035268,0
161,12546,3,59,1141.5,31,0.9687397519922477,1
162,12547,2,7,207.79999999999998,82,0.9493958961207049,0
163,12548,1,5,95.19999999999999,0,0.9949204265094475,1
164,12550,1,57,964.83,0,0.9882007456212862,1
165,12551,1,10,168.0,0,0.9942857400906662,1
166,12552,2,20,437.82,0,0.9916704707674293,1
167,12553,14,95,3652.25,321,0.7932135451154545,0
168,12556,2,100,599.56,100,0.9289565894886986,0
169,12557,5,15,11990.960000000001,355,0.7860223186301325,0
170,12558,2,11,1.0658141036401503e-14,5,0.9904562596122446,1
171,12559,3,21,536.21,8,0.9859507918354472,1
172,12560,4,92,2101.39,137,0.9059929680059284,0
173,12561,1,16,238.85,0,0.9935415702554571,1
174,12562,7,99,3781.7400000000002,190,0.8713737838131419,0
175,12564,1,21,456.9,0,0.9927533299766241,1
176,12565,2,9,131.17,7,0.9894682944324615,1
177,12566,2,19,346.7,13,0.9849078355595497,1
178,12567,11,323,9114.94,346,0.7522452187128578,0
179,12569,35,92,4064.9900000000002,250,0.8056754759137413,0
180,12571,2,31,519.61,81,0.9469253756257853,0
181,12572,3,53,1004.72,43,0.9631193046542456,1
182,12573,1,26,160.54000000000002,0,0.9925089082254961,1
183,12574,1,11,218.45,0,0.9941208609959822,1
184,12576,6,72,1306.98,268,0.8363932552502743,0
185,12577,4,137,564.2,323,0.802866614443473,0
186,12578,4,112,2753.36,317,0.8065580820063766,0
187,12579,3,29,410.72,4,0.9873358689709099,1
188,12580,1,24,415.7,0,0.9924622506667748,1
189,12581,1,15,197.71,0,0.9936966071027257,1
190,12582,2,21,511.36,49,0.9652077231855117,1
191,12583,18,115,7187.34,370,0.7561137000501807,0
192,12584,18,44,1893.95,276,0.8200315425981939,0
193,12585,4,77,1982.81,117,0.9185153611993456,0
194,12586,2,12,179.94000000000003,351,0.8046316994440099,0
195,12587,1,4,144.0,0,0.9949803815379689,1
196,12588,1,10,214.89999999999998,0,0.9942361588442881,1
197,12589,2,29,646.68,115,0.9287835678969751,0
198,12590,3,68,9861.38,20,0.9644155806553323,1
199,12591,1,26,452.84999999999997,0,0.9921998870287204,1
200,12592,2,11,437.6,121,0.9277952508477285,0
201,12593,3,14,418.09999999999997,110,0.9321647793868082,0
202,12594,11,50,3320.2200000000003,285,0.821530751197046,0
203,12596,2,25,618.27,190,0.8890453044560364,0
204,12597,5,184,3683.13,248,0.8333266691482004,0
205,12598,9,84,3002.68,275,0.8258649983791644,0
206,12599,7,32,1032.58,275,0.8361772123101353,0
207,12600,11,32,2581.04,342,0.7937569951598766,0
208,12601,6,21,569.5600000000001,142,0.9104219445867788,0
209,12602,1,12,153.12,0,0.9940783809781779,1
210,12603,1,3,739.1999999999999,0,0.9944626991886439,1
211,12604,2,15,254.18,182,0.8948352024788021,0
212,12605,1,3,-7.5,0,0.9952520876037937,1
213,12607,2,101,3.552713678800501e-15,2,0.9820257979868292,1
214,12609,3,57,1126.85,240,0.856913986154535,0
215,12610,7,85,2057.99,103,0.9214065017433648,0
216,12611,1,65,1193.32,0,0.9870668338031166,1
217,12612,2,19,643.59,16,0.9829853934383019,1
218,12613,6,124,3218.98,230,0.8489469477815382,0
219,12614,1,20,315.6,0,0.9930142529142388,1
220,12615,4,82,2291.19,166,0.8913581683606467,0
221,12616,5,25,657.25,212,0.8735641246464128,0
222,12617,1,39,352.98,0,0.9908553828812585,1
223,12618,1,11,177.31,0,0.9941643529464299,1
224,12619,13,50,3214.81,237,0.8449503030448907,0
225,12620,3,89,1339.41,189,0.880465682025741,0
226,12621,23,261,13612.07,364,0.7301804006301134,0
227,12622,1,11,180.1,0,0.9941614034437135,1
228,12623,1,18,305.1,0,0.9932484429869206,1
229,12624,2,36,641.13,71,0.9516011142071651,1
230,12625,3,74,2614.32,107,0.924758888015265,0
231,12626,13,232,6388.35,303,0.7859054223966939,0
232,12627,7,162,4478.53,129,0.8963176050235682,0
233,12628,4,34,769.61,60,0.9551573523989623,1
234,12630,2,60,1270.88,34,0.9680974263245804,1
235,12631,1,31,640.5,0,0.9914437847006315,1
236,12633,5,73,2140.63,229,0.8575265041050786,0
237,12635,2,96,1689.18,65,0.9470176121512566,0
238,12637,10,205,5934.25,256,0.818241992332514,0
239,12638,1,39,671.69,0,0.9905184524114682,1
240,12639,1,22,486.1,0,0.992610915732378,1
241,12640,3,47,1174.58,57,0.9561023008225206,1
242,12641,1,10,185.9,0,0.9942668167578268,1
243,12642,3,39,1013.26,82,0.9437603768326526,0
244,12643,6,11,3344.64,204,0.8753596959781925,0
245,12644,1,31,477.91,0,0.9916156698786404,1
246,12645,5,58,1755.38,282,0.8311887215182105,0
247,12646,2,43,1346.97,44,0.9645513192535218,1
248,12647,13,79,3669.92,346,0.7827893324422401,0
249,12648,1,21,318.05,0,0.9929001179523086,1
250,12649,4,30,603.71,257,0.8501488895854246,0
251,12650,1,20,314.44,0,0.9930154792307804,1
252,12651,1,9,114.0,0,0.9944543721368351,1
253,12652,2,48,914.53,9,0.9832175131509221,1
254,12653,2,37,2209.85,147,0.9090804962371118,0
255,12654,5,31,601.98,284,0.8343473868966895,0
256,12656,8,89,3982.72,225,0.8522954319378772,0
257,12657,5,35,1152.06,67,0.9496735669475121,0
258,12658,1,36,686.05,0,0.9908379061488823,1
259,12659,1,5,91.68,0,0.9949241477458494,1
260,12660,1,13,245.1,0,0.9938695976369676,1
261,12662,12,129,3817.08,372,0.7643300706795535,0
262,12664,10,10,4863.88,314,0.810025613947472,0
263,12665,2,3,61.75,6,0.990747145544873,1
264,12666,1,2,-227.44,0,0.9955961463455698,1
265,12667,1,33,620.13,0,0.991242229448327,1
266,12668,6,115,3743.18,348,0.7861259061565865,0
267,12669,4,98,1607.73,105,0.9230037578306856,0
268,12670,6,58,2986.15,222,0.8608445959665856,0
269,12672,1,10,225.89999999999998,0,0.994224529980532,1
270,12673,2,42,610.52,321,0.8169159474099099,0
271,12674,7,52,1922.26,196,0.8753650212028848,0
272,12676,6,33,1331.39,286,0.8310662261896169,0
273,12678,13,105,17588.26,311,0.7839418775597514,0
274,12679,9,45,1058.67,231,0.8558628906009885,0
275,12680,4,33,862.81,112,0.9272883315711744,0
276,12681,27,267,13677.59,353,0.7304816892372338,0
277,12682,31,209,12279.82,367,0.7260639709623218,0
278,12683,20,177,8221.09,361,0.7505016550144141,0
279,12684,7,61,2283.63,205,0.8691533505483054,0
280,12685,6,117,2863.08,65,0.9385758585262168,0
281,12686,1,7,89.14,0,0.9947037431625657,1
282,12688,1,171,4873.8099999999995,0,0.9713521732159548,1
283,12689,2,57,1247.61,101,0.9325317283718633,0
284,12690,1,16,389.01,0,0.9933828256934926,1
285,12691,6,21,1035.8,329,0.8096609533958858,0
286,12693,6,35,830.96,198,0.8785571622901895,0
287,12694,2,32,869.67,112,0.9298217740832602,0
288,12695,4,23,582.1,203,0.8799069728870982,0
289,12697,5,37,939.02,148,0.9062440611410021,0
290,12700,6,193,4867.99,207,0.8518395066135052,0
291,12701,2,50,797.71,162,0.9010803883783052,0
292,12702,1,12,219.0,0,0.9940087346559734,1
293,12703,2,21,274.7,7,0.987978020141982,1
294,12704,10,64,2220.84,162,0.8882976710982412,0
295,12705,14,228,6814.24,341,0.7643114540749975,0
296,12707,1,33,603.42,0,0.9912598947495419,1
297,12708,16,86,2616.32,338,0.7837681714180056,0
298,12709,26,103,9264.1,363,0.7492935036378172,0
299,12710,4,75,1130.57,104,0.9266099224534076,0
300,12712,17,59,4241.63,348,0.778485150388357,0
301,12713,1,38,848.55,0,0.9904430263224805,1
302,12714,5,216,4708.86,285,0.808833719956913,0
303,12715,1,20,343.36,0,0.9929849058907962,1
304,12716,2,60,1053.49,129,0.9173889065858745,0
305,12717,3,49,980.98,94,0.9362447369398323,0
306,12718,1,19,238.25,0,0.9932075698666536,1
307,12719,3,34,608.1,59,0.9570788637622601,1
308,12720,29,211,5713.28,366,0.7357481693601678,0
309,12721,7,134,2628.98,334,0.7914765788126166,0
310,12722,6,50,904.33,65,0.9481200972388741,0
311,12723,5,53,725.07,61,0.9513343177576055,1
312,12724,4,47,1031.41,327,0.8102669629089009,0
313,12725,1,24,427.8,0,0.9924494589166432,1
314,12726,7,57,2609.1,329,0.8027675175435998,0
315,12727,9,109,3947.7,309,0.803846766698982,0
316,12728,4,38,836.33,261,0.8468658395395368,0
317,12729,1,26,453.01,0,0.9921997178816112,1
318,12731,14,109,18793.41,341,0.7649212844475444,0
319,12732,1,12,236.26000000000002,0,0.9939904879115707,1
320,12733,1,22,383.95,0,0.9927189055898945,1
321,12734,1,4,110.39999999999999,0,0.9950159024308964,1
322,12735,2,38,779.5699999999999,21,0.9780413213518369,1
323,12736,1,4,234.0,0,0.9948852362890557,1
324,12738,1,11,155.35,0,0.9941875683871647,1
325,12739,2,38,1013.04,20,0.9783306970339524,1
326,12740,1,27,427.6,0,0.9921150356600668,1
327,12743,2,114,540.13,0,0.9810770914616325,1
328,12744,10,178,9120.39,266,0.8125234844365268,0
329,12747,11,42,4196.01,366,0.7780656165656996,0
330,12748,224,1769,28405.56,372,0.2979123719062421,0
331,12749,8,160,3868.2,209,0.853075899778833,0
332,12750,1,15,275.88,0,0.9936139681681974,1
333,12752,1,53,4366.78,0,0.9850504876581233,1
334,12753,11,132,21024.01,358,0.7545260728798362,0
335,12754,5,50,2949.12,72,0.943419631447612,0
336,12755,4,5,2203.2,115,0.927385990258237,0
337,12756,1,4,112.07999999999998,0,0.9950141263862501,1
338,12757,19,237,4205.25,195,0.8382770022926673,0
339,12758,2,84,2791.59,159,0.8967885719870526,0
340,12759,3,81,1531.44,223,0.8629244699515302,0
341,12762,2,62,1898.52,17,0.9763260962097471,1
342,12763,2,16,494.08,230,0.8687327772196063,0
343,12764,1,45,1693.88,0,0.9887685550084694,1
344,12766,7,205,6989.63,362,0.7639335404273316,0
345,12769,1,32,1143.6,0,0.990800377862386,1
346,12770,1,12,1351.45,0,0.9928115431322875,1
347,12772,1,55,892.47,0,0.9885003321950543,1
348,12775,6,47,1351.24,294,0.8251940685849659,0
349,12778,7,40,804.23,292,0.8264109762741085,0
350,12779,12,88,3868.7,350,0.780645087011908,0
351,12781,5,25,707.72,263,0.8461649248011397,0
352,12782,6,81,2273.32,352,0.7893275515923985,0
353,12783,8,76,1603.87,73,0.9377617035833139,0
354,12784,2,54,532.8199999999999,6,0.9845603550024976,1
355,12785,2,14,305.71,361,0.7989137191559528,0
356,12787,3,17,463.66,182,0.8931760819336821,0
357,12789,1,4,91.85,0,0.9950355129238668,1
358,12790,1,21,324.92,0,0.9928928551983082,1
359,12791,1,2,192.60000000000002,0,0.9951520928971976,1
360,12792,1,25,400.53999999999996,0,0.9923667324585486,1
361,12793,2,21,545.48,36,0.9721421619478573,1
362,12794,2,43,860.41,45,0.9645295025830446,1
363,12795,1,14,430.48,0,0.9935620746707742,1
364,12797,3,13,194.18,5,0.9888133137594399,1
365,12798,3,6,6977.04,160,0.8993135762101045,0
366,12802,2,25,412.58,3,0.9895308501513256,1
367,12808,3,27,483.65000000000003,331,0.8121467387544176,0
368,12809,2,25,484.36,9,0.9862378083525265,1
369,12811,3,27,514.85,23,0.9772612081512375,1
370,12812,1,15,229.64000000000001,0,0.9936628516827501,1
371,12814,1,2,125.92,0,0.995222584954948,1
372,12815,2,38,1063.46,50,0.9621916036664538,1
373,12816,2,27,572.2,80,0.9478521517021115,0
374,12817,1,4,166.04,0,0.9949570815236795,1
375,12818,2,14,1517.88,83,0.9466939122835097,0
376,12820,4,55,942.34,323,0.8116135379336367,0
377,12821,1,6,92.72,0,0.9948115033928188,1
378,12822,3,41,918.98,16,0.979025696919475,1
379,12823,5,1,1759.5,221,0.8702501998978721,0
380,12824,1,25,397.12,0,0.9923703479780073,1
381,12826,8,58,1468.1200000000001,362,0.7849532369537472,0
382,12827,3,19,430.15000000000003,38,0.9702002141343677,1
383,12828,6,46,1018.71,127,0.9152013899580654,0
384,12829,3,9,253.05,37,0.9720390808385405,1
385,12830,7,14,6748.4,134,0.9077456474261679,0
386,12831,1,9,215.05,0,0.9943475451656942,1
387,12832,2,27,383.03,65,0.9560950318859919,1
388,12833,1,24,417.38,0,0.9924604746221285,1
389,12834,1,18,312.38,0,0.993240746793453,1
390,12836,4,148,2610.36,252,0.8375461878665404,0
391,12837,1,12,134.1,0,0.9940984883407815,1
392,12838,2,115,671.95,340,0.798520560463427,0
393,12839,16,96,5583.62,364,0.7655747648263721,0
394,12840,6,67,2714.27,82,0.9351951392491556,0
395,12841,26,230,3845.63,367,0.7387107704777985,0
396,12842,2,34,1118.99,238,0.8617747890909224,0
397,12843,9,69,1680.76,198,0.8702225285182933,0
398,12844,2,47,325.96000000000004,101,0.9346215175474156,0
399,12845,4,26,354.09,22,0.9768643217367113,1
400,12847,1,72,843.64,0,0.9866556905324804,1
401,12849,2,47,1010.29,237,0.8609758127790388,0
402,12851,1,43,131.81,0,0.9906430174573316,1
403,12852,2,17,299.75,4,0.9900062967234569,1
404,12853,9,66,1881.7,208,0.8649828052881099,0
405,12854,5,97,1280.9,240,0.8498601835330689,0
406,12855,1,3,38.1,0,0.9952038806776776,1
407,12856,8,155,2153.53,55,0.9380200475150925,0
408,12857,2,37,1106.4,91,0.9402738394987337,0
409,12863,2,5,504.2,146,0.9149892870071932,0
410,12864,1,3,147.12,0,0.9950886280661608,1
411,12865,3,87,1548.07,333,0.8032563865989761,0
412,12866,1,26,559.12,0,0.9920875416331426,1
413,12867,10,241,3958.74,334,0.7744917685320297,0
414,12868,6,72,1607.0600000000002,187,0.879507655235749,0
415,12870,1,2,-14.899999999999999,0,0.9953714555544142,1
416,12871,2,8,380.64,123,0.927117715850078,0
417,12872,2,58,599.97,38,0.9668850095441304,1
418,12873,1,4,374.0,0,0.9947372325685241,1
419,12875,2,1,343.2300000000001,219,0.8764635480051904,0
420,12876,2,67,2218.02,138,0.9105512495236358,0
421,12877,12,100,1535.77,354,0.7796280784159499,0
422,12878,3,38,841.64,248,0.8550453102520144,0
423,12879,4,7,552.5699999999999,47,0.9653690220501078,1
424,12881,1,7,298.0,0,0.9944829427549211,1
425,12882,2,12,1463.04,24,0.9786103659887692,1
426,12883,4,39,703.47,64,0.9525247769831519,1
427,12884,1,7,309.05,0,0.9944712610326935,1
428,12885,4,66,1158.27,60,0.9511770362291068,1
429,12886,3,75,1351.09,151,0.902390297962908,0
430,12888,4,4,313.77,41,0.969173266977964,1
431,12890,1,78,376.71999999999997,0,0.9864800347029162,1
432,12891,3,2,331.0,107,0.935203976694691,0
433,12893,1,27,176.55,0,0.9923804380460629,1
434,12895,3,22,347.3,44,0.9667360077544328,1
435,12897,2,3,216.5,97,0.9417899828915679,0
436,12901,36,32,16293.1,261,0.792328287392175,0
437,12902,1,10,138.68,0,0.9943167362984232,1
438,12904,2,59,496.06,154,0.9046849237021153,0
439,12906,5,55,2919.81,66,0.9461100507765136,0
440,12908,4,2,246.0,253,0.8557950788920269,0
441,12909,8,78,2128.83,213,0.8619166179957694,0
442,12910,8,48,3075.04,218,0.8615816954643437,0
443,12912,5,17,1662.3,37,0.9672277558438362,1
444,12913,5,37,2483.63,363,0.7893296453235884,0
445,12915,2,19,363.65,223,0.8722893803446415,0
446,12916,5,53,2921.15,181,0.8846695255716952,0
447,12917,1,2,594.0,0,0.9947277450870449,1
448,12919,8,34,1301.44,161,0.8955813224060516,0
449,12920,1,27,162.78,0,0.9923949952691467,1
450,12921,50,233,16389.74,369,0.6948927025092333,0
451,12922,1,28,405.38,0,0.992026981068033,1
452,12923,1,28,172.82,0,0.9922728363912247,1
453,12924,5,22,929.95,239,0.8591332574364221,0
454,12925,2,42,694.05,70,0.951412092449369,1
455,12928,5,59,2062.7000000000003,323,0.8087683731023187,0
456,12929,2,8,105.1,189,0.8920202683690921,0
457,12930,4,20,409.9,93,0.9394048853977829,0
458,12931,20,29,33462.81,336,0.7537303506767727,0
459,12933,4,103,606.28,259,0.8409310091330714,0
460,12935,8,80,2156.45,317,0.8059002541153812,0
461,12936,5,56,1012.9,61,0.9506953979894239,1
462,12937,4,81,1504.27,252,0.8461890204909942,0
463,12938,1,9,114.14,0,0.9944542241331146,1
464,12939,8,21,11581.8,270,0.8277182835045008,0
465,12940,4,88,862.44,41,0.9592234584925448,1
466,12942,3,68,675.6,234,0.8593811981728043,0
467,12943,1,1,-3.75,0,0.9954712130120642,1
468,12944,2,29,604.51,319,0.8194447707158523,0
469,12945,1,23,462.95,0,0.9925238443079164,1
470,12947,11,83,1407.29,229,0.8498988703756897,0
471,12948,8,82,2053.7,248,0.8427831075157677,0
472,12949,10,166,4143.02,221,0.8432526329430453,0
473,12950,3,13,1843.0,21,0.9784911431841119,1
474,12951,8,54,1042.07,322,0.8072975447573164,0
475,12952,5,64,1382.8400000000001,72,0.9435138262306488,0
476,12953,1,17,329.85,0,0.9933338229402905,1
477,12955,14,81,4734.26,266,0.8231219223954147,0
478,12956,1,19,108.07,0,0.9933451921833593,1
479,12957,12,208,3979.04,335,0.7751859467605833,0
480,12962,2,15,266.39,106,0.9355729646813198,0
481,12963,9,76,1841.03,357,0.7840175900066128,0
482,12965,1,108,769.8100000000001,0,0.9827181250661172,1
483,12966,1,10,160.18,0,0.9942940071556273,1
484,12967,4,21,1194.75,368,0.7910105379620477,0
485,12968,1,5,135.95,0,0.9948773468550784,1
486,12970,4,116,405.47,315,0.8096664060166382,0
487,12971,89,95,10930.26,368,0.6692252656200146,0
488,12974,1,8,144.8,0,0.994533356215139,1
489,12976,1,22,738.6,0,0.9923439804507049,1
490,12977,1,9,39.239999999999995,0,0.994533406123599,1
491,12980,12,6,7092.06,203,0.8652045062248281,0
492,12981,2,12,372.21999999999997,103,0.937404298219227,0
493,12982,2,28,377.2,2,0.9897698111448705,1
494,12984,1,4,97.5,0,0.995029539916574,1
495,12985,3,73,1215.6200000000001,27,0.9692445381563894,1
496,12987,3,27,545.0,124,0.9230738385142994,0
497,12988,1,75,505.82,0,0.9866781888196603,1
498,12989,19,41,6854.51,361,0.768331042483738,0
499,12990,3,8,409.5,278,0.8427627114704288,0
500,12991,2,31,503.76,89,0.9426525875253634,0
501,12993,4,26,414.76,275,0.8411433468061235,0
502,12994,5,52,902.22,264,0.8424114001028872,0
503,12995,2,3,200.72,7,0.9900640376793661,1
504,12997,7,45,1197.94,294,0.8243646475538045,0
505,12999,3,25,455.88,49,0.9636056204595502,1
506,13000,3,30,534.85,258,0.8509000681418324,0
507,13001,15,166,9765.07,322,0.7770808030633173,0
508,13002,1,7,120.94999999999999,0,0.994670114602922,1
509,13003,3,4,149.05,109,0.9341008528202873,0
510,13004,22,277,5613.43,346,0.7477176494191161,0
511,13005,3,21,468.95,72,0.9517055431640689,1
512,13006,1,4,81.57,0,0.9950463806256317,1
513,13008,2,15,178.46999999999997,37,0.9726632300526662,1
514,13011,1,3,50.550000000000004,0,0.9951907189182447,1
515,13012,11,68,1296.6200000000001,285,0.8216622311176099,0
516,13013,15,155,4786.99,370,0.7578332055206844,0
